brand_and_product_name,package_size_weight
golden_medallion_blended_vegetable_cooking_oil_deep_frying_formula,18kg
golden_medallion_premium_vegetable_cooking_oil,1l
golden_medallion_premium_vegetable_cooking_oil,2l
golden_medallion_premium_vegetable_cooking_oil,500ml
golden_medallion_premium_vegetable_cooking_oil,5l
golden_medallion_pure_canola_oil,5l
golden_palm_black_pepper_chicken_luncheon_meat,340g
golden_palm_chicken_cocktail_sausage,200g
golden_palm_chicken_cocktail_sausage,500g
golden_palm_chicken_sausages,200g
golden_palm_chicken_sausages,500g
golden_palm_ham_luncheon_meat,340g
golden_palm_ma_la_chicken_luncheon_meat,340g
golden_palm_muar_otah_taste_chicken_cocktail_premium_sausages,200g
golden_palm_muar_otah_taste_chicken_cocktail_premium_sausages,500g
golden_palm_muar_otah_taste_chicken_luncheon_meat,340g
golden_palm_muar_otah_taste_chicken_sausage,200g
golden_palm_muar_otah_taste_chicken_sausage,500g
golden_palm_muar_otah_taste_pork_luncheon_meat,340g
golden_palm_premium_chicken_luncheon_meat,340g
golden_palm_premium_pork_luncheon_meat,340g
golden_palm_taiwan_chicken_sausage,500g
golden_palm_tonic_kampong_chicken,340g
golden_palm_tonic_kampong_chicken,375g
golden_palm_tonic_kampong_chicken,750g
golden_pan_brand_apple_flavored_drink_with_basil_seeds,290g
golden_pan_brand_banana_flavored_drink_with_basil_seeds,290ml
golden_pan_brand_grape_flavored_drink_with_basil_seeds,290ml
golden_pan_brand_melon_flavoured_drink_with_basil_seeds,290ml
golden_pan_brand_orange_flavored_drink_with_basil_seeds,290ml
golden_pan_brand_pineapple_flavoured_drink_with_basil_seeds,290ml
golden_pan_brand_pomegranate_flavored_drink_with_basil_seeds,290ml
golden_pan_honey_flavoured_drink_with_basil_seeds,290ml
golden_peony_fragrant_brown_rice,1kg
golden_peony_fragrant_brown_rice,500g
golden_peony_fragrant_brown_rice,5kg
golden_peony_red_cargo_rice,1kg
golden_peony_red_cargo_rice,5kg
golden_pineapple_aaa_brown_jasmine_rice,1kg
golden_pineapple_aaa_red_cargo_rice,1kg
golden_pineapple_aaa_red_cargo_rice,2.5kg
golden_twin_stars_mixed_red_rice,25kg
golden_twin_stars_mixed_red_rice,5kg
golden_twin_stars_red_rice,25kg
golden_twin_stars_red_rice,5kg
golden_twin_stars_thai_hom_mali_brown_rice,25kg
golden_twin_stars_thai_hom_mali_brown_rice,5kg
golden_twin_stars_tri-blended_rice,2kg
goldenbell_100%_pure_corn_oil,2kg
goldenbell_100%_pure_soya_bean_oil,2kg
goldenbell_soya_bean_oil,17l
good_lady_complete_nutrimix_22_blueberry,25_x_25g
good_lady_complete_nutrimix_22_blueberry,25g
good_lady_complete_nutrimix_22_blueberry,750g
good_lady_complete_nutrimix_22_chia,25_x_25g
good_lady_complete_nutrimix_22_chia,25g
good_lady_complete_nutrimix_22_chia,750g
good_lady_complete_nutrimix_22_wheatgrass,25g
good_lady_complete_nutrimix_22_wheatgrass,625g
good_lady_complete_nutrimix_22_wheatgrass,750g
goodday_green_tea_flavoured_milk,1l
goodday_green_tea_flavoured_milk,200ml
goodday_green_tea_flavoured_milk,250ml
goodday_honey_flavoured_milk,1l
goodday_honey_flavoured_milk,200ml
goodday_honey_flavoured_milk,250ml
goodday_low_fat_milk,1l
goodday_low_fat_milk,250ml
goodday_strawberry_flavoured_milk,1l
goodday_strawberry_flavoured_milk,250ml
goodmorning_beetroot_crisps,10g
goodmorning_vgold_18_grains,800g
goodmorning_vgrains_18_grains,1kg
goodmorning_vhalia_18_bijirin,25g_x_15_sachets
goodmorning_vhalia_18_bijirin,600g
goodmorning_vplus_18_grains,15_x_30g
goodmorning_vplus_18_grains,1kg
goodmorning_vquinoa_18_grains_crunchy_bars,20g
gooru_gooru_juice_drink_with_nata_de_coco_grape_flavor,310ml
gooru_gooru_juice_drink_with_nata_de_coco_lychee_flavor,310ml
gooru_gooru_juice_drink_with_nata_de_coco_mango,310ml
gopher_low_gi_replenishment_drink-lemon,300ml
gopher_low_gi_replenishment_drink-pomegranate,300ml
gp_soya_pudding_revised,260g
grains_master_loving_grains,1kg
granary_lot_mediterranean_mix,100g
granary_lot_mediterranean_mix,1kg
granary_lot_mediterranean_mix,800g
granary_lot_signature_mix,100g
granary_lot_signature_mix,1kg
granary_lot_signature_mix,800g
granary_lot_vitality_mix,100g
granary_lot_vitality_mix,1kg
granary_lot_vitality_mix,800g
green_leaves_apple_juice,2l
green_leaves_blue_ice_cooling_lemon_flavored_drink,250ml
green_leaves_blue_ice_cooling_lemon_flavored_drink,500ml
green_leaves_energy-g_thirst_quencher_blueberry_sports_drink,250ml
green_leaves_energy-g_thirst_quencher_blueberry_sports_drink,500ml
green_leaves_fireball_grapefruit_flavored_with_mint_sensation,500ml
green_leaves_green_tea_cranberry,500ml
green_leaves_orange_juice_with_orange_pulp,2l
green_tosca_avocado_oil,250ml
greenday_crispy_apple,12g
greenday_crispy_banana,15g
greenday_crispy_grape,18g
greenlove_multigrain,1kg
greenlove_sunflower_cooking_oil,3kg
greenmax_fine_multi_grains_powder,600g
grow_milk_powder_vanilla_3-6_years_old,1.8kg
grow_milk_powder_vanilla_3-6_years_old,36g
grow_milk_powder_vanilla_3-6_years_old,900g
grow_school_milk_powder_vanilla_6-12_years_old,1.8kg
grow_school_milk_powder_vanilla_6-12_years_old,36g
grow_school_milk_powder_vanilla_6-12_years_old,900g
gst_brand_fresh_seabass_fillet,200g
gst_brand_fresh_seabass_fillet,300g
gst_fresh_fillet-red_lion_snapper,100g
gst_fresh_fillet-seabass,100g
haco_swiss_chicken_stock,1.2kg
haco_swiss_classic_demi-glace,1.2kg
hand_brand_pure_soya_oil,5l
happy_belly_salted_egg_yolk_paste,170g
happy_belly_singapore_hainanese_chicken_rice_paste,50g
happy_belly_singapore_hoisin_sauce,50g
happy_belly_singapore_kung_po_sauce,50g
happy_belly_singapore_laksa_paste,50g
happy_belly_singapore_mee_siam_paste,50g
happy_egg_economy_pack,1.7kg
happy_egg_exclusive_healthy_fresh_eggs,825g
happy_egg_fresh_farm_eggs,550g
happy_egg_hen_fed_with_multi-grains_eggs,600g
happy_egg_hen_fed_with_multi-grains_eggs,900g
happy_egg_new_born_eggs,1.45kg
happy_egg_new_born_eggs,450g
happy_family_2_in_1_kopi_o_with_sugar,8_x_20g
happy_family_3_mixed_cargo_rice,1.8kg
happy_family_assam_style_fish_paste,200g
happy_family_baked_beans_in_tomato_sauce,425g
happy_family_brown_rice,1.8kg
happy_family_canola_oil,1l
happy_family_canola_oil,2l
happy_family_canola_oil,3l
happy_family_canola_oil,500ml
happy_family_canola_oil,5l
happy_family_corn_oil,5l
happy_family_instant_chicken_curry_paste,200g
happy_family_instant_fish_curry_paste,200g
happy_family_instant_rendang_paste,200g
happy_family_instant_tom_yam_paste,200g
happy_family_nutri_multigrain_wholemeal_biscuits,153g
happy_family_portuguese_style_steamed_fish_paste,200g
happy_family_pure_groundnut_oil,1l
happy_family_pure_groundnut_oil,2l
happy_family_red_brown_rice_hf,1.8kg
happy_family_red_cargo_rice_hf,1.8kg
happy_family_red_cargo_rice_vermicelli,400g
happy_family_refined_rice_bran_oil,1l
happy_family_refined_rice_bran_oil,2l
happy_family_refined_rice_bran_oil,3l
happy_family_refined_rice_bran_oil,5l
happy_family_rice_bran_oil,1l
happy_family_rice_bran_oil,2l
happy_family_rice_bran_oil,5l
happy_family_sardines_in_tomato_sauce,155g
happy_family_sardines_in_tomato_sauce,425g
happy_family_soya_bean_oil,1l
happy_family_soya_bean_oil,2l
happy_family_soya_bean_oil,3l
happy_family_soya_bean_oil,5l
happy_family_sunflower_oil,1l
happy_family_sunflower_oil,2l
happy_family_sunflower_oil,3l
happy_family_sunflower_oil,500ml
happy_family_traditional_kopi_o_kosong,100g
happy_family_tuna_chunks_in_sunflower_oil,170g
happy_family_tuna_chunks_in_water,170g
happy_family_tuna_flakes_in_sunflower_oil,170g
happy_family_tuna_flakes_in_water,170g
happy_family_yusheng_sauce_happy_family_brand,100g
happy_prawn_fries,12g
hara_bbq_chicken_pau,240g
hara_chee_cheong_fun,10_x_110g
hara_egg_tart,12_x_60g
hara_hong_kong_big_chicken_pau,130g
hara_hong_kong_black_pepper_pau,60g
hara_hong_kong_chwee_kueh,10_x_12g
hara_hong_kong_curry_potato_pau,60g
hara_hong_kong_fun_choy,200g
hara_hong_kong_lo_mai_kai,160g
hara_hong_kong_lotus_pau,60g
hara_hong_kong_red_bean_pau,60g
hara_hong_kong_siew_mai,10x38g
hara_hong_kong_small_chicken_pau,60g
hara_hong_kong_teriyaki_chicken_pau,60g
hara_hong_kong_vegetable_pau,60g
harvest_barley,1l
harvest_barley,250ml
harvest_fields_whole_grain_rolled_oats,1kg
harvest_yusheng_sauce__harvest_brand_,100g
haus_brew_apple_jasmine_tea,400g
haus_brew_brown_sugar_milk_tea,400ml
haus_brew_earl_grey_milk_tea_hcs,400ml
haus_brew_lemon_earl_grey_tea,400ml
haus_brew_lychee_red_tea,400ml
haus_brew_peach_oolong_tea,400ml
haus_brew_yuzu_jasmine_tea,400ml
health_domain_dr_oatcare,25g_x_30_sachets
health_domain_dr_oatcare,850g
health-tea_breakfast_oat_drink,400ml
health-tea_chrysanthemum_tea_with_goji_berry,400ml
health-tea_dual_barley_drink,400ml
health-tea_lemongrass_jelly_drink,400ml
health-tea_luo_han_guo_drink,400ml
health-tea_roselle_hawthorn_drink,400ml
health-tea_sparkling_lemon_water,400ml
health-tea_sparkling_roselle_drink,400ml
heaven_and_earth_ayataka_japanese_green_tea,1.5l
heaven_and_earth_ayataka_japanese_green_tea,12_x_315ml
heaven_and_earth_ayataka_japanese_green_tea,300g
heaven_and_earth_ayataka_japanese_green_tea,315ml
heaven_and_earth_ayataka_japanese_green_tea,4_x_315ml
heaven_and_earth_ayataka_japanese_green_tea,500ml
heaven_and_earth_ice_lemon_tea,1.5l
heaven_and_earth_ice_lemon_tea,12_x_300ml
heaven_and_earth_ice_lemon_tea,300ml
heaven_and_earth_ice_lemon_tea,4_x_300ml
heaven_and_earth_ice_lemon_tea,500_ml
heaven_and_earth_ice_lemon_tea_-_bib,20l
heaven_and_earth_ice_passionfruit_tea,1.5l
heaven_and_earth_ice_passionfruit_tea,300ml
heaven_and_earth_ice_passionfruit_tea,500ml
heaven_and_earth_jasmine_green_tea,1.5l
heaven_and_earth_jasmine_green_tea,12_x_300ml
heaven_and_earth_jasmine_green_tea,12_x_315ml
heaven_and_earth_jasmine_green_tea,24_x_300ml
heaven_and_earth_jasmine_green_tea,300ml
heaven_and_earth_jasmine_green_tea,315ml
heaven_and_earth_jasmine_green_tea,4_x_300ml
heaven_and_earth_jasmine_green_tea,4_x_315ml
heaven_and_earth_jasmine_green_tea,500ml
heaven_and_earth_jasmine_green_tea_-_bib,2x_3.785l
heavenly_grade_a_thai_hom_mali_brown_rice,1kg
heavenly_grade_a_thai_hom_mali_brown_rice,2.5kg
heavenly_grade_a_thai_hom_mali_brown_rice,5kg
heavenly_premium_thai_jasmine_brown_rice,2.5kg
hebes_dried_mango,100g
hebes_dried_mango,200g
hebes_dried_pineapple,125g
hebes_dried_pineapple,250g
heritage_farm_classic_olive_oil,2l
heritage_farm_classic_olive_oil,750ml
heritage_farm_extra_light_olive_oil,1l
heritage_farm_extra_light_olive_oil,2l
heritage_farm_extra_light_olive_oil,500ml
heritage_farm_extra_virgin_olive_oil,1l
heritage_farm_extra_virgin_olive_oil,500ml
heritage_farm_extra_virgin_olive_oil_-_r,125ml
herrbani_mixed_fenugreek_drink,24_x_250ml
herrbani_mixed_fenugreek_drink,250ml
hicjuice_citrus_chia,250ml
hicjuice_citrus_chia,500ml
hicjuice_kale_tales,250ml
hicjuice_kale_tales,500ml
highlanders_brown_rice_tea_-_original,6g_x_20_sachets
highlanders_brown_rice_tea_-_original,6g_x_50_sachets
highlanders_rainbow_congee_-_chicken,4_x_35g
highlanders_rainbow_congee_-_ikan_bilis,4x35g
highlanders_rainbow_congee_-_mushroom,4x35g
highlanders_rainbow_congee_-_original,4x35g
ho_kang_fragrant_brown_rice,25kg
ho_kang_fragrant_brown_rice,5kg
ho_kang_premium_brown_rice,1kg
ho_kang_premium_brown_rice,25kg
ho_kang_premium_brown_rice,5kg
ho_kang_premium_red_cargo_rice,1kg
ho_kang_premium_red_cargo_rice,25kg
ho_kang_premium_red_cargo_rice,5kg
ho_kang_red_cargo_rice,1kg
ho_kang_red_cargo_rice,25kg
ho_kang_red_rice,25kg
ho_lee_foods_fish_otah_big,450g
ho_lee_foods_fish_otah_big,675g
ho_lee_foods_fish_otah_small,500g
hock_hua_tonic_hawthorn_roselle_tea,500ml
hockhua_special_grade_concentrated_imperial_golden_bird's_nest_with_low_sugar,6_x_75g
hockhua_special_grade_concentrated_imperial_golden_bird's_nest_with_low_sugar,75g
hockhua_special_grade_concentrated_imperial_golden_bird's_nest_with_low_sugar,label_75g
hockhua_tonic_lower_in_sugar_water_chestnut_drink,500ml
hoga_goga_drink,300ml
hola_premium_canola_oil_blend,15_kg
honest_tea_half_tea_half_lemonade,500ml
honest_tea_honey_green_tea,500ml
honest_tea_lemon_tea,500ml
honest_tea_orange_mango_flavored_herbal_tea,500ml
honest_tea_peach_tea,500ml
honest_tea_pomegranate_blue_flavored_herbal_tea,500ml
horlicks_horlicks_original,1.8kg
horlicks_horlicks_original,1kg
horlicks_horlicks_original,200g
horlicks_horlicks_original,2kg
horlicks_horlicks_original,400g
horlicks_horlicks_original,440g
hotbake_australian_honey_chicken_sandwich,130g
hotbake_australian_honey_chicken_sandwich,label_130g
hotbake_basil_chicken_sandwich,130g
hotbake_cajun_chicken_sandwich,130g
hotbake_pharaoh_chicken_sandwich,130g
hotbake_satay_chicken_sandwich,130g
hotbake_sriracha_chicken_sandwich,130g
hotbake_teriyaki_chicken_sandwich,130g
house_of_sauces_premium_vegetarian_oyster_sauce,510g
house_of_sauces_singapore_chicken_curry_paste,50g
hsc_sparkling_oldenlandia_water,325ml
hung_fook_tong's_american_ginseng_with_honey,500ml
hung_fook_tong's_chrysanthemum_with_honey,500ml
hung_fook_tong's_xia_ku_cao/common_selfheal_fruit_spike,500ml
i_and_joy_blue_ice_junior,350g
i_and_joy_ice_pear_flavoured_drink,500ml
i_and_joy_yuzu_flavoured_drink,500ml
iandjoy_mixed_berries_flavoured_drink,350g
ice_cool_bird_nest_flavoured_drink,300ml
ice_cool_calamansi_fruit_drink,300ml
ice_cool_chrysanthemum_tea,300ml
ice_cool_coconut_milk_drink_with_mango,240ml
ice_cool_coconut_milk_drink_with_melon,240ml
ice_cool_coconut_milk_drink_with_strawberry,240ml
ice_cool_drinking_water,1500ml
ice_cool_drinking_water,500ml
ice_cool_grass_jelly_drink,300ml
ice_cool_ice_cool_young_coconut_juice_with_pulp,310ml
ice_cool_ice_cool_young_coconut_juice_with_pulp,500ml
ice_cool_ice_cool_young_coconut_juice_with_pulp_-_roasted,310ml
ice_cool_ice_cool_young_coconut_juice_with_pulp_-_roasted,500ml
ice_cool_pineapple_juice_drink,300_ml
ice_cool_pure_coconut_water,500ml
ice_cool_pure_coconut_water_tetra_pak,1000ml
ice_cool_rose_bandung_drink,300ml
ice_cool_soursop_drink,300ml
ice_cool_soya_bean_drink,300_ml
ice_cool_sparkling_cola_drink,325ml
ice_cool_sparkling_grape_drink,325ml
ice_cool_sparkling_orange_drink,325ml
ice_cool_sparkling_sarsi_drink,325ml
ice_cool_strawberry_sparkling_drink,325ml
ice_cool_traditional_herbal_tea,300ml
ice_cool_winter_melon_drink,300ml
iceberg_pure_drinking_water,500ml
ido_cod_fillet,240g
if_local_sensation_aromatic_coconut_water,350ml
if_local_sensation_coconut_water,350ml
if_local_sensation_roasted_coconut_water_drink,350ml
ilite_zero_passion_fruit,45g
ilite_citrus_burst,480g
ilite_grainsplus_low_gi_multigrain_hot_drink,10_x_32g
ilite_grainsplus_multigrain_hot_drink_organic_soy,10_x_32g
ilite_iced_lemon_tea,500g
ilite_isotonic,200_x_12g
ilite_lemongrass_pandan,400g
ilite_milk_tea,600g
ilite_organic_soy_milk,1000_g
ilite_pearl_barley,640g
ilite_rose_drink,320g
ilite_roselle_drink,560g
ilite_water_chestnut_drink,560g
ilite_zero_fruit_punch,45g
ilite_zero_iced_lemon_tea,45g
ilite_zero_lemonade,45g
ilite_zero_mixed_berries_drink,45g
ilite_zero_mixed_berry,45g
ilite_zero_passion_fruit,45g
ilite_zero_pomegranate,45g
imperial_healthier_cooking_oil_18kgross,18kg
incarich_inca_oil,250ml
incarich_inca_oil,500_ml
infinity_wealth_sambou_ja_jukyeom_sambou_purple_bamboo_salt,65g
infinity_wealth_sambou_premium_jukyeom_sambou_premium_bamboo_salt,200g
infinity_wealth_special_jukyeom_natural_special_bamboo_salt,200g
infusion_organic_rooibos_tea,200g
infusion_organic_rooibos_tea,50g
instant_skim_milk,10g
instant_skim_milk,10g_x_12_sachets
instant_skim_milk,12_x_20g
instant_skim_milk,20g
iron_chef_iron_chef_canola_blended_oil,17kg
isbre_natural_mineral_water,1000ml
isbre_natural_mineral_water,330ml
isbre_natural_mineral_water,500_ml
isbre_natural_mineral_water,slim_bottle_1000ml
isbre_natural_mineral_water,slim_bottle_330ml
isococo_coconut_juice_drink_with_pulp,310ml
ito_en_barley_tea,24_x_500ml
ito_en_barley_tea,500ml
ito_en_jasmine_green_tea,24_x_500ml
ito_en_jasmine_green_tea,500ml
ito_en_oi_ocha_green_tea,24_x_500ml
ito_en_oi_ocha_green_tea,500ml
jack_n'_jill_roast_chicken_corn_curls,20g
jack_n'_jill_roast_chicken_corn_curls,50_x_20g
jason_barley_drink,400ml
jiaqi_bird's_nest,6_x_75g
jingguyuan_vitality_whole_grains_cereal_beverage,25g_x_20_sachets_500g
jingguyuan_vitality_whole_grains_cereal_beverage,25g_x_3_sachets_75g
jj_chamomile_floral_tea,300ml
jj_chrysanthemum_tea,24_x_300ml
jj_chrysanthemum_tea,300ml
jj_jia_jia_herbal_tea_-_no_sugar_added,24_x_300ml
jj_jia_jia_herbal_tea_-_no_sugar_added,300ml
jj_jia_jia_herbal_tea_-_no_sugar_added,6_x_300ml
jj_jia_jia_herbal_tea_-less_sugar,300ml
jj_shiracha_white_tea_jasmine,500ml
jj_shiracha_white_tea_jasmine,300ml
jj_shiracha_white_tea_rose,300ml
jj_shiracha_white_tea_rose,500ml
jj_shiracha_white_tea_sakura,300ml
jj_shiracha_white_tea_sakura,500ml
jjw_plus_brown_rice_hokkien_noodle,2_x_1.5kg
jjw_plus_brown_rice_leaf_bun,300g
jjw_plus_brown_rice_lotus_bun,225g
jjw_plus_brown_rice_mantou_plain,180g
jojo_ice_fruit_tea,350ml
jojo_ice_pineapple_tea,350ml
jojo_ice_mangosteen_tea,350ml
jojo_ice_melon_fruit_tea,350ml
jojo_ice_pink_guava_tea,350ml
jojo_ice_soursop_tea,350g
josefood_cassato_crackers_-_cheese_burger_flavor,20g
josefood_del_santos_cassava_chips_-_balado_flavor,20g
josefood_del_santos_cassava_chips_-_bbq_flavor,20g
josefood_del_santos_cassava_chips_-_cheese_burger_flavor,20g
josefood_del_santos_cassava_chips_-_seaweed_flavor,20g
josefood_drumstick_snack_-_bbq_flavor,20g
josefood_drumstick_snack_-_seaweed_flavor,19g
josefood_maxi_cassava_chips_-_balado_flavor,20g
josefood_maxi_cassava_chips_-_bbq_flavor,20g
joyful_heart_avocado_coconut_vegan_superior_premium_gelato,120ml
joyful_heart_avocado_dark_chocolate_superior_premium_gelato,120ml
joyful_heart_avocado_green_tea_superior_premium_ice_cream,120ml
joyful_heart_avocado_green_tea_with_macadamia_nut_superior_premium_ice_cream,120ml
joyful_heart_avocado_green_tea_with_pistachio_nut_superior_premium_ice_cream,120ml
joyful_heart_avocado_pure_superior_premium_gelato,120ml
juice_world_juice_world_juice_drink_with_pulp,250ml
jumain_sataysfaction_beef_satay,300g
jumain_sataysfaction_chicken_satay,300g
jumain_sataysfaction_mutton_satay,300g
jurong_frog_farm_american_bullfrog_meat,300g
jurong_frog_farm_american_bullfrog_meat,500g
justbrown's_brown_rice,10kg
justbrown's_brown_rice,5kg
justbrown's_gold_wholegrain_rice_mix,10kg
justbrown's_steam_brown_rice,10kg
juzsnack_crispy_stick_-_balado_flavor,20g
juzsnack_crispy_stick_-_bbq_flavor,20g
juzsnack_crispy_stick_-_cheese_flavor,20g
juzsnack_potato_tube_-_bbq_flavor,20g
juzsnack_potato_tube_-_prawn_curry_flavor,20g
juzsnack_potato_tube_-_seaweed_flavor,20g
juzsnack_potato_tube_-_tomato_pizza_flavor,20g
juzsnack_shrimp_crackers_-_chilli_and_lime,20g
juzsnack_shrimp_crackers_-_original_flavor,20g
juzsnack_shrimp_crackers_-_seaweed_flavor,20g
juzsnack_shrimp_crackers_-_tomato_pizza_flavor,20g
kaffa_treats_coffee_3in1,500g
kaffa_treats_classic_tea,0.5kg
kaffa_treats_white_coffee_3_in_1_extra_rich_and_strong,20g
kaffa_treats_white_coffee_3_in_1,20g
kaffa_treats gula_delight,500g
kaffatreats_matcha_mix,1kg
kaffatreats_mocha_mix,1kg
kaffatreats_teh_tarik,500g
kang_kang_wholegrain_express_meal_kit_-_braised_mushroom_sauce_wholegrain_bee_tai_mak,205g
kang_kang_wholegrain_express_meal_kit_-_chilli_crab_wholegrain_kway_teow,205g
kangaroo_black_soy_nut_mix,30g
kangaroo_black_soy_nut_mix,7_x_30g
kangaroo_brand_healthy_nut,400g
kangaroo_brand_roasted_almond,270g
kangaroo_brand_toasted_original_mixed,270g
kangaroo_cashew_figs_nut_mix,20g
kangaroo_harvest_goji_berry_nut_mix,30g
kangaroo_harvest_goji_berry_nut_mix,7_x_30g
kangaroo_harvest_walnuts_cranberry_nut_mix,30g
kangaroo_harvest_walnuts_cranberry_nut_mix,7_x_30g
kangaroo_macadamia_strawberry_nut_mix,20g
kangaroo_pecan_berry_nut_mix,20g
kangaroo_pistachios_blueberry_nut_mix,20g
kara_coco_rtd_coconut_water,1000ml
kara_coco_rtd_coconut_water,330ml
karrion_chicken_gyoza,192g
karrion_prawn_gyoza,192g
karrion_seafood_gyoza,192g
karrion_yasai_gyoza,192g
kee_song_carogold_chicken,1.1kg
kee_song_carogold_chicken,1.2kg
kee_song_carogold_chicken,1.3kg
kee_song_carogold_chicken,500g
kee_song_carogold_eggs,65g
kee_song_carogold_premium_chicken_broth,500g
kee_song_lactomarinated_chicken,1000g
kee_song_lactomarinated_chicken,200g
kee_song_lactomarinated_chicken,500g
kellogg's_oat_instant_oatmeal,200g
kellogg's_oat_instant_oatmeal,800g
kellogg's_oat_instant_oatmeal,800g_+_200_g
kelly's_bolognese_corned_pork,180g
kelly's_chargrill_corned_pork,180g
kelly's_chicken_cauliflower_sausage,150g
kelly's_chicken_luncheon_meat,200g
kelly's_pork_luncheon_meat,200g
kenkodojo_aojiru_green_juice,160g
kenkodojo_aojiru_green_juice,30_x_160g
kenkodojo_midori_de_salana_super_vegetable_juice,160g
kenkodojo_midori_de_salana_super_vegetable_juice,30_x_160g
kg_black_pepper_chicken_pau,6_x_60g
kg_chicken_pau,6_x_60g
kg_curry_pau,6_x_60g
kg_honey_chicken_pau,6_x_60g
kg_lian_yong_pau,6_x_60g
kg_mushroom_vegetable_pau,6_x_60g
